ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,ADC,IDX
-0.001220703125,-0.0008544921875,-0.000732421875,0.002197265625,-0.003662109375,-0.001220703125,0.0,0
-0.0006103515625,0.0001220703125,-0.00048828125,0.002197265625,-0.00390625,-0.0013427734375,0.0,1
0.000244140625,-0.0008544921875,0.0,0.00244140625,-0.004150390625,-0.001220703125,0.0,2
-0.000244140625,0.0,-0.000732421875,0.0020751953125,-0.0037841796875,-0.0013427734375,0.0,3
0.0001220703125,0.000244140625,-0.001953125,0.0018310546875,-0.0037841796875,-0.0013427734375,0.0,4
-0.0008544921875,-0.0010986328125,0.0008544921875,0.0020751953125,-0.0040283203125,-0.001220703125,0.0,5
-0.0003662109375,0.0009765625,0.0008544921875,0.0020751953125,-0.004150390625,-0.0013427734375,0.0,6
-0.0009765625,-0.0020751953125,0.0010986328125,0.0023193359375,-0.00390625,-0.001220703125,0.0,7
-0.0001220703125,0.001220703125,-0.0013427734375,0.001953125,-0.0040283203125,-0.0013427734375,0.0,8
0.001220703125,0.00146484375,0.001220703125,0.0020751953125,-0.0040283203125,-0.0013427734375,0.0,9
-0.0009765625,-0.000732421875,0.0009765625,0.002197265625,-0.00390625,-0.001220703125,0.0,10
0.000732421875,0.0010986328125,-0.0003662109375,0.0020751953125,-0.004150390625,-0.0013427734375,0.0,11
-0.0003662109375,-0.000244140625,0.0006103515625,0.001953125,-0.00390625,-0.0013427734375,0.0,12
0.0,0.0003662109375,0.000244140625,0.0020751953125,-0.0040283203125,-0.001220703125,0.0,13
0.001220703125,0.0006103515625,0.0003662109375,0.002197265625,-0.0042724609375,-0.001220703125,0.0,14
0.0,-0.000244140625,0.0006103515625,0.0020751953125,-0.0037841796875,-0.00146484375,0.0,15
0.000244140625,-0.0001220703125,-0.00146484375,0.0020751953125,-0.0040283203125,-0.001220703125,0.0,16
0.000244140625,-0.00048828125,-0.0001220703125,0.0020751953125,-0.0037841796875,-0.001220703125,0.0,17
0.0,-0.0001220703125,-0.00048828125,0.002197265625,-0.0040283203125,-0.00146484375,0.0,18
0.0001220703125,0.0006103515625,-0.000244140625,0.0020751953125,-0.0040283203125,-0.00146484375,0.0,19
-0.0006103515625,-0.0003662109375,0.0006103515625,0.0020751953125,-0.00390625,-0.0013427734375,0.0,20
-0.0006103515625,-0.0001220703125,-0.0001220703125,0.0020751953125,-0.0040283203125,-0.0013427734375,0.0,21
-0.000244140625,0.0001220703125,-0.0003662109375,0.0020751953125,-0.00390625,-0.0013427734375,0.0,22
-0.0003662109375,-0.0008544921875,-0.00048828125,0.002197265625,-0.0037841796875,-0.001220703125,0.0,23
0.0006103515625,0.00048828125,-0.0001220703125,0.002197265625,-0.00390625,-0.0013427734375,0.0,24
-0.0001220703125,0.0001220703125,0.0,0.002197265625,-0.0037841796875,-0.0013427734375,0.0,25
0.0,-0.00048828125,0.0,0.0020751953125,-0.00390625,-0.001220703125,0.0,26
0.0008544921875,-0.0001220703125,-0.0001220703125,0.0020751953125,-0.0040283203125,-0.0013427734375,0.0,27
0.0,0.000244140625,0.0,0.002197265625,-0.004150390625,-0.0013427734375,0.0,28
-0.0006103515625,0.0001220703125,0.0006103515625,0.002197265625,-0.0040283203125,-0.0013427734375,0.0,29
0.000244140625,-0.000244140625,0.0001220703125,0.0020751953125,-0.0040283203125,-0.001220703125,0.0,30
-0.0008544921875,0.0,-0.0006103515625,0.002197265625,-0.0042724609375,-0.0015869140625,0.0,31
0.0001220703125,0.0,0.00048828125,0.0020751953125,-0.00390625,-0.0013427734375,0.0,32
-0.000244140625,-0.0003662109375,-0.000732421875,0.0020751953125,-0.004150390625,-0.0013427734375,0.0,33
-0.0001220703125,0.0006103515625,-0.0003662109375,0.002197265625,-0.0037841796875,-0.001220703125,0.0,34
0.0001220703125,0.000244140625,-0.00048828125,0.0020751953125,-0.00390625,-0.0013427734375,0.0,35
0.000732421875,0.000732421875,-0.0008544921875,0.0020751953125,-0.004150390625,-0.0013427734375,0.0,36
0.0,-0.0006103515625,0.002197265625,0.0023193359375,-0.0040283203125,-0.001220703125,0.0,37
-0.000244140625,0.0,-0.000732421875,0.0020751953125,-0.004150390625,-0.0013427734375,0.0,38
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,0.0,39
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.464249084249084,40
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.361098901098901,41
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.32,42
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.4835897435897436,43
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.494065934065934,44
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3707692307692307,45
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3119413919413918,46
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.494871794871795,47
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.4819780219780219,48
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3602930402930402,49
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3304761904761904,50
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.4674725274725273,51
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.4747252747252748,52
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3594871794871795,53
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3216117216117216,54
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.4803663003663003,55
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.4690842490842488,56
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3498168498168497,57
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3377289377289376,58
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.494065934065934,59
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.494871794871795,60
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.353040293040293,61
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3312820512820513,62
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.4376556776556777,63
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.4650549450549448,64
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3417582417582417,65
0.0009765625,0.0009765625,-0.001953125,0.0020751953125,-0.0040283203125,-0.001220703125,1.3457875457875457,66
