ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,ADC,IDX
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.6890842490842488,1320
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.6729670329670328,1321
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.6576556776556775,1322
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.5988278388278387,1323
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.5303296703296703,1324
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.4755311355311356,1325
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.4723076923076923,1326
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.4207326007326007,1327
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.3675457875457875,1328
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.3353113553113554,1329
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.3087179487179486,1330
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.2861538461538462,1331
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.2555311355311354,1332
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.2466666666666666,1333
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.24021978021978,1334
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.2337728937728938,1335
0.7843017578125,-0.0394287109375,-0.5711669921875,0.006103515625,-0.00439453125,-0.004150390625,1.2184615384615385,1336
